//id - hitpoints attackemote defenceemote deathemote attackspeed respawndelay maxhit attackstyle attackgfx attackprojectile agrotype agroratio
//dummy
//Guard
2701 - 220 422 425 836 4 30 34 MELEE -1 -1 PASSIVE 4
//Guard
2702 - 220 390 425 836 4 30 34 MELEE -1 -1 PASSIVE 4
//Guard
2703 - 220 390 425 836 4 30 34 MELEE -1 -1 PASSIVE 4
//Fire wizard
2709 - 250 414 425 2553 4 30 60 MAGE -1 -1 PASSIVE 4
//Water wizard
2710 - 250 414 425 2553 4 30 40 MAGE -1 -1 PASSIVE 4
//Earth wizard
2711 - 250 414 425 2553 4 30 60 MAGE -1 -1 PASSIVE 4
//Air wizard
2712 - 250 414 425 2553 4 30 20 MAGE -1 -1 PASSIVE 4
//Tz-Kih
2734 - 100 16089 16088 16109 4 30 40 MELEE -1 -1 AGRESSIVE 2
//Tz-Kih
2735 - 100 16089 16088 16109 4 30 40 MELEE -1 -1 AGRESSIVE 2
//Tz-Kek
2736 - 200 16163 16165 16164 4 30 75 MELEE -1 -1 AGRESSIVE 2
//Tz-Kek
2737 - 200 16163 16165 16164 4 30 75 MELEE -1 -1 AGRESSIVE 2
//Tz-Kek
2738 - 100 16167 16169 16168 4 30 75 MELEE -1 -1 AGRESSIVE 2
//Tok-Xil
2739 - 400 16131 16130 16110 4 30 170 RANGE -1 -1 AGRESSIVE 2
//Tok-Xil
2740 - 400 16131 16130 16110 4 30 170 RANGE -1 -1 AGRESSIVE 2
//Yt-MejKot
2741 - 800 16102 16101 16103 4 30 280 MELEE -1 -1 AGRESSIVE 2
//Yt-MejKot
2742 - 800 9252 9253 9254 4 30 280 MELEE -1 -1 AGRESSIVE 2
//Ket-Zek
2743 - 1600 16134 16135 16111 4 30 540 MAGE -1 -1 AGRESSIVE 2
//Ket-Zek
2744 - 1600 16134 16135 16111 4 30 540 MAGE -1 -1 AGRESSIVE 2
//TzTok-Jad
2745 - 2500 16204 16201 16188 7 0 998 MAGE -1 -1 AGRESSIVE 64
//Yt-HurKot
2746 - 600 16087 16086 -1 4 30 140 MELEE -1 -1 PASSIVE 4
//Ranger
2779 - 87 426 -1 836 4 30 0 MAGE_FOLLOW -1 -1 PASSIVE 5
//Shadow
2782 - 150 2738 2737 2739 4 30 130 MELEE -1 -1 AGRESSIVE 2
//Dark beast
2783 - 2200 2731 2732 2733 4 30 150 MAGE_FOLLOW -1 -1 AGRESSIVE 2
16096 - 5500 2731 2732 2733 4 30 150 MAGE -1 -1 AGRESSIVE 2
//Ogre
2801 - 700 -1 -1 -1 4 30 73 MELEE -1 -1 AGRESSIVE 2
//Lizard
2803 - 343 1579 1580 1581 4 30 55 MELEE -1 -1 AGRESSIVE 2
//Desert Lizard
2804 - 250 1579 1580 1581 4 30 40 MELEE -1 -1 AGRESSIVE 2
//Desert Lizard
2805 - 250 1579 1580 1581 4 30 40 MELEE -1 -1 AGRESSIVE 2
//Desert Lizard
2806 - 250 1579 1580 1581 4 30 40 MELEE -1 -1 AGRESSIVE 2
//Small Lizard
2807 - 150 1579 1580 1581 4 30 40 MELEE -1 -1 AGRESSIVE 2
//Small Lizard
2808 - 150 1579 1580 1581 4 30 40 MELEE -1 -1 AGRESSIVE 2
//Zombie pirate
2837 - 520 5647 5648 5649 4 30 60 MELEE -1 -1 AGRESSIVE 2
//Zombie pirate
2838 - 520 5651 5653 5654 4 30 60 MELEE -1 -1 AGRESSIVE 2
//Zombie pirate
2839 - 520 5651 5653 5654 4 30 60 MELEE -1 -1 AGRESSIVE 2
//Zombie pirate
2840 - 520 5651 5653 5654 4 30 60 MELEE -1 -1 AGRESSIVE 2
//Zombie pirate
2841 - 520 5647 5648 5649 4 30 60 MELEE -1 -1 AGRESSIVE 2
//Zombie pirate
2842 - 520 5647 5648 5649 4 30 60 MELEE -1 -1 AGRESSIVE 2
//Zombie swab
2843 - 212 5647 -1 5649 4 30 34 RANGE -1 -1 AGRESSIVE 2
//Zombie swab
2844 - 212 5647 -1 5649 4 30 34 RANGE -1 -1 AGRESSIVE 2
//Zombie swab
2845 - 212 5651 -1 5654 4 30 34 RANGE -1 -1 AGRESSIVE 2
//Zombie swab
2846 - 212 5651 -1 5654 4 30 34 RANGE -1 -1 AGRESSIVE 2
//Zombie swab
2847 - 212 5647 -1 5649 4 30 34 RANGE -1 -1 AGRESSIVE 2
//Zombie swab
2848 - 212 5647 -1 5649 4 30 34 RANGE -1 -1 AGRESSIVE 2
//Evil spirit
2849 - 900 2804 2806 2805 4 30 280 MELEE -1 -1 PASSIVE 2
//Fever spider
2850 - 400 5319 5320 5321 4 30 50 MELEE -1 -1 PASSIVE 4
//Bardur
2879 - 10000 400 425 836 4 30 99 MELEE -1 -1 PASSIVE 4
//Dagannoth fledgeling
2880 - 325 1579 1580 1581 4 30 52 MELEE -1 -1 AGRESSIVE 4
//Dagannoth Supreme
2881 - 2560 2855 2852 2856 4 100 300 RANGE -1 475 AGRESSIVE 4
//Dagannoth Prime
2882 - 2550 2854 2852 2856 4 100 610 MAGE -1 2707 AGRESSIVE 4
//Dagannoth Rex
2883 - 2550 2853 2852 2856 4 100 280 MELEE -1 -1 AGRESSIVE 4
//Wallasalki
2884 - 1300 2365 2366 2367 6 30 300 MAGE -1 2705 AGRESSIVE 2
//Giant Rock Crab
2885 - 1800 1312 1313 1314 4 30 90 MELEE -1 -1 AGRESSIVE 2
//Boulder
2886 - 1800 -1 -1 -1 4 30 90 MELEE -1 -1 AGRESSIVE 0
//Dagannoth
2887 - 1062 1343 1340 1342 3 30 42 RANGE -1 473 AGRESSIVE 2
//Dagannoth
2888 - 875 1343 1340 1342 3 30 42 MELEE -1 473 AGRESSIVE 2
//Rock lobster
2889 - 1500 2859 2860 2862 2 30 150 MELEE -1 -1 AGRESSIVE 2
//Spinolyp
2892 - 750 2868 2869 2866 4 30 100 MAGE -1 -1 AGRESSIVE 15
//Spinolyp
2894 - 750 2868 2869 2866 4 30 100 MAGE -1 -1 AGRESSIVE 15
//Spinolyp
2896 - 750 2868 2869 2866 4 30 100 MAGE -1 -1 AGRESSIVE 15
//Agrith Naar
2919 - 950 64 65 67 4 30 110 MELEE -1 -1 AGRESSIVE 2
//Black golem
3026 - 800 2917 -1 2919 4 30 90 MELEE -1 -1 AGRESSIVE 2
//White golem
3027 - 343 2917 -1 2919 4 30 55 MELEE -1 -1 AGRESSIVE 5
//Grey golem
3028 - 343 2917 -1 2919 4 30 55 MELEE -1 -1 AGRESSIVE 5
//Poltenip
3042 - 220 395 425 836 4 30 34 MELEE -1 -1 PASSIVE 4
//Radat
3043 - 220 395 425 836 4 30 34 MELEE -1 -1 PASSIVE 4
//Earth Warrior Champion
3057 - 1080 -1 -1 -1 5 30 90 MELEE -1 -1 PASSIVE 2
//Giant Champion
3058 - 700 6368 4657 6369 5 30 50 MELEE -1 -1 PASSIVE 2
//Ghoul Champion
3059 - 1000 422 -1 836 5 30 90 MELEE -1 -1 PASSIVE 2
//Goblin Champion
3060 - 75 6188 -1 6190 5 30 15 MELEE -1 -1 PASSIVE 5
//Hobgoblin Champion
3061 - 580 12408 164 2958 5 30 100 RANGE -1 -1 PASSIVE 2
//Imp Champion
3062 - 400 5285 170 172 5 30 35 MELEE -1 -1 PASSIVE 2
//Jogre Champion
3063 - 1200 17505 8578 17506 5 30 100 MELEE -1 -1 PASSIVE 2
//Lesser Demon Champion
3064 - 1480 4629 65 4677 5 30 150 MELEE -1 -1 PASSIVE 2
//Skeleton Champion
3065 - 580 5512 5513 5514 5 30 50 MELEE -1 -1 PASSIVE 2
//Zombie Champion
3066 - 600 5581 5574 5575 5 30 70 MELEE -1 -1 PASSIVE 2
//Leon d'Cour
3067 - 1230 406 7050 836 5 30 130 MELEE -1 -1 PASSIVE 2
//Skeletal Wyvern
3068 - 2000 1589 1587 1591 4 30 139 MAGE -1 -1 AGRESSIVE 6
//Skeletal Wyvern
3069 - 2000 1589 1587 1591 4 30 139 MAGE -1 -1 AGRESSIVE 6
//Skeletal Wyvern
3070 - 2000 1589 1587 1591 4 30 139 MAGE -1 -1 AGRESSIVE 6
//Skeletal Wyvern
3071 - 2000 1589 1587 1591 4 30 139 MAGE -1 -1 AGRESSIVE 6
//Ice giant
3072 - 700 4672 4671 4673 5 30 77 MELEE -1 -1 PASSIVE 2
//Ice warrior
3073 - 590 394 399 843 4 30 61 MELEE -1 -1 AGRESSIVE 2
//Haakon the Champion
3090 - 350 7048 7050 836 4 30 42 MELEE -1 -1 PASSIVE 2
//Harpie Bug Swarm
3153 - 250 1584 1583 1585 4 30 60 MELEE -1 -1 PASSIVE 2
//Pirate
3187 - 520 422 425 836 4 30 20 MELEE -1 -1 AGRESSIVE 2
//Pirate
3188 - 520 422 425 836 4 30 20 MELEE -1 -1 AGRESSIVE 2
//Pirate
3189 - 520 422 425 836 4 30 20 MELEE -1 -1 AGRESSIVE 2
//Pirate
3190 - 520 395 425 836 4 30 20 MELEE -1 -1 AGRESSIVE 2
//Pirate
3191 - 520 400 425 836 4 30 20 MELEE -1 -1 AGRESSIVE 2
//Pirate
3192 - 520 395 425 836 4 30 20 MELEE -1 -1 AGRESSIVE 2
//Pirate
3193 - 520 395 425 836 4 30 20 MELEE -1 -1 AGRESSIVE 2
//Pirate
3194 - 520 400 425 836 4 30 20 MELEE -1 -1 AGRESSIVE 2
//Pirate
3195 - 520 422 425 836 4 30 20 MELEE -1 -1 AGRESSIVE 2
//Pirate
3196 - 520 400 425 836 4 30 20 MELEE -1 -1 AGRESSIVE 2
//Chaos Elemental
3200 - 2500 5443 5444 5446 4 50 284 MAGE -1 -1 AGRESSIVE 16
//Killerwatt
3201 - 510 11937 11938 11939 2 30 64 MELEE -1 -1 PASSIVE 4
//Killerwatt
3202 - 510 11937 11938 11939 2 30 64 MELEE -1 -1 PASSIVE 4
//Dwarf
3219 - 175 -1 -1 102 5 30 35 MELEE -1 -1 PASSIVE 5
//Dwarf
3220 - 200 -1 -1 102 5 30 40 MELEE -1 -1 PASSIVE 5
//Dwarf
3221 - 175 -1 -1 102 5 30 35 MELEE -1 -1 PASSIVE 5
//Drunken man
3222 - 70 422 425 836 4 30 10 MELEE -1 -1 PASSIVE 4
//Man
3223 - 70 422 425 836 4 30 10 MELEE -1 -1 PASSIVE 4
//Man
3225 - 70 422 425 836 4 30 10 MELEE -1 -1 PASSIVE 4
//Woman
3226 - 93 422 425 836 4 30 15 MELEE -1 -1 PASSIVE 4
//Guard
3228 - 220 386 425 836 4 30 34 MELEE -1 -1 PASSIVE 4
//Guard
3229 - 220 1 425 836 4 30 34 MELEE -1 -1 PASSIVE 4
//Guard
3230 - 220 395 425 836 4 30 34 MELEE -1 -1 PASSIVE 4
//Guard
3231 - 220 422 425 836 4 30 34 MELEE -1 -1 PASSIVE 4
//Guard
3232 - 220 422 425 836 4 30 34 MELEE -1 -1 PASSIVE 4
//Guard
3233 - 220 422 425 836 4 30 34 MELEE -1 -1 PASSIVE 4
//Cuffs
3237 - 70 422 425 836 4 30 10 MELEE -1 -1 PASSIVE 4
//Rusty
3239 - 70 422 425 836 4 30 20 MELEE -1 -1 PASSIVE 4
//Jeff
3240 - 70 422 425 836 4 30 30 MELEE -1 -1 PASSIVE 4
//Guard
3241 - 220 395 425 836 4 30 34 MELEE -1 -1 AGRESSIVE 2
//Dark wizard
3242 - 250 810 425 836 4 30 20 MAGE -1 -1 PASSIVE 2
//Dark wizard
3243 - 250 810 425 836 4 30 20 MAGE -1 -1 PASSIVE 2
//Dark wizard
3244 - 240 810 425 836 4 30 20 MAGE -1 -1 PASSIVE 2
//Dark wizard
3245 - 240 810 425 836 4 30 20 MAGE -1 -1 PASSIVE 2
//Barbarian
3246 - 137 2067 -1 836 4 30 22 MELEE -1 -1 AGRESSIVE 2
//Barbarian
3247 - 137 7048 -1 836 4 30 22 MELEE -1 -1 AGRESSIVE 2
//Barbarian
3248 - 137 2067 -1 836 4 30 22 MELEE -1 -1 AGRESSIVE 2
//Barbarian
3249 - 137 401 -1 836 4 30 22 MELEE -1 -1 AGRESSIVE 2
//Barbarian
3250 - 137 2067 -1 836 4 30 22 MELEE -1 -1 AGRESSIVE 2
//Barbarian
3251 - 137 7048 -1 836 4 30 22 MELEE -1 -1 AGRESSIVE 2
//Barbarian
3252 - 137 2067 -1 836 4 30 22 MELEE -1 -1 AGRESSIVE 2
//Barbarian
3253 - 137 401 -1 836 4 30 22 MELEE -1 -1 AGRESSIVE 2
//Barbarian
3255 - 137 401 -1 836 4 30 22 MELEE -1 -1 AGRESSIVE 2
//Barbarian
3256 - 137 390 -1 836 4 30 22 MELEE -1 -1 AGRESSIVE 2
//Barbarian
3257 - 137 2067 -1 836 4 30 22 MELEE -1 -1 AGRESSIVE 2
//Barbarian
3258 - 137 401 -1 836 4 30 22 MELEE -1 -1 AGRESSIVE 2
//Barbarian
3259 - 137 426 -1 836 4 30 22 MELEE -1 -1 AGRESSIVE 2
//Barbarian
3260 - 125 428 -1 836 4 30 20 MELEE -1 -1 AGRESSIVE 2
//Barbarian
3261 - 125 428 -1 836 4 30 20 MELEE -1 -1 AGRESSIVE 2
//Barbarian
3262 - 125 428 -1 836 4 30 20 MELEE -1 -1 AGRESSIVE 2
//Barbarian
3263 - 125 428 -1 836 4 30 20 MELEE -1 -1 AGRESSIVE 2
//Goblin
3264 - 64 6184 6183 6182 6 30 16 MELEE -1 -1 PASSIVE 4
//Goblin
3265 - 64 6184 6183 6182 6 30 16 MELEE -1 -1 PASSIVE 4
//Goblin
3266 - 64 6184 6183 6182 6 30 16 MELEE -1 -1 PASSIVE 4
//Goblin
3267 - 64 6184 6183 6182 6 30 16 MELEE -1 -1 PASSIVE 4
//Dwarf
3268 - 62 -1 -1 102 4 30 10 MELEE -1 -1 PASSIVE 5
//Dwarf
3269 - 62 -1 -1 102 4 30 10 MELEE -1 -1 PASSIVE 5
//Dwarf
3270 - 62 -1 -1 102 4 30 10 MELEE -1 -1 PASSIVE 5
//Dwarf
3271 - 62 -1 -1 102 4 30 10 MELEE -1 -1 PASSIVE 5
//Dwarf
3272 - 62 -1 -1 102 4 30 10 MELEE -1 -1 PASSIVE 5
//Dwarf
3273 - 62 -1 -1 102 4 30 10 MELEE -1 -1 PASSIVE 5
//Dwarf
3274 - 62 99 -1 102 4 30 10 MELEE -1 -1 PASSIVE 5
//Dwarf
3275 - 62 -1 -1 102 4 30 10 MELEE -1 -1 PASSIVE 5
//Black Guard
3276 - 187 -1 -1 102 4 30 30 MELEE -1 -1 PASSIVE 5
//Black Guard
3277 - 187 -1 -1 102 4 30 30 MELEE -1 -1 PASSIVE 5
//Black Guard
3278 - 187 -1 -1 102 4 30 30 MELEE -1 -1 PASSIVE 5
//Black Guard
3279 - 187 -1 -1 102 4 30 30 MELEE -1 -1 PASSIVE 5
//Skeleton
3291 - 50 5485 5513 5491 4 30 8 MELEE -1 -1 PASSIVE 2
//Cow
3309 - 107 245 150 244 4 30 15 MELEE -1 -1 PASSIVE 4
//Tanglefoot
3313 - 1020 13875 13872 13878 4 30 110 MELEE -1 -1 PASSIVE 4
//Baby tanglefoot
3319 - 256 13876 -1 13879 4 30 41 MELEE -1 -1 PASSIVE 5
//Baby tanglefoot
3320 - 256 13877 -1 13880 4 30 41 MELEE -1 -1 PASSIVE 5
//WildyWyrm
3334 - 10000 12791 12792 12793 4 30 250 MAGE -1 -1 AGRESSIVE 2
//Giant Mole
3340 - 2000 3312 3311 3310 8 50 214 MELEE -1 -1 PASSIVE 4
//Fungi
3345 - 937 2776 2775 2777 4 30 0 MELEE -1 -1 PASSIVE 4
//Mutated zygomite
3346 - 650 2776 2775 2777 4 30 88 MELEE -1 -1 PASSIVE 4
//Mutated zygomite
3347 - 750 2776 2775 2777 4 30 88 MELEE -1 -1 PASSIVE 4
//White Knight
3348 - 530 7049 7050 836 7 30 60 MELEE -1 -1 PASSIVE 4
//White Knight
3349 - 530 7049 7050 836 7 30 60 MELEE -1 -1 PASSIVE 4
//White Knight
3350 - 530 7049 7050 836 7 30 60 MELEE -1 -1 PASSIVE 4
//Evil Chicken
3375 - 1200 2302 2302 2301 4 0 50 MAGE_FOLLOW -1 -1 PASSIVE 2
//Baby black dragon
3376 - 800 14270 14269 14271 4 30 81 MELEE -1 -1 AGRESSIVE 2
//Icefiend
3406 - 450 17492 17493 17491 4 30 80 MELEE -1 -1 AGRESSIVE 2
//Guard
3407 - 220 7218 7221 7219 4 30 34 MELEE -1 -1 PASSIVE 4
//Guard
3408 - 220 583 7221 7213 4 30 34 MELEE -1 -1 PASSIVE 4
//Wild jade vine
3409 - 2500 7246 7247 7249 4 30 158 MELEE -1 -1 PASSIVE 2
//Wild jade vine
3410 - 2500 7246 7247 7249 4 30 158 MELEE -1 -1 PASSIVE 2
//Wild jade vine
3411 - 2500 7246 7247 7249 4 30 158 MELEE -1 -1 PASSIVE 2
//Wild jade vine
3412 - 2500 7246 7247 7249 4 30 158 MELEE -1 -1 PASSIVE 2
//Ogre
3419 - 600 -1 -1 -1 6 30 73 MELEE -1 -1 AGRESSIVE 2
//Crab
3421 - 190 3428 3429 3430 4 30 30 MELEE -1 -1 PASSIVE 4
//Mudskipper
3422 - 200 3433 3434 3435 4 30 40 MELEE -1 -1 PASSIVE 4
//Mudskipper
3423 - 200 3433 3434 3435 4 30 40 MELEE -1 -1 PASSIVE 4
//Crab
3424 - 180 3428 3429 3430 4 30 30 MELEE -1 -1 PASSIVE 4
//Jogre
3449 - 600 -1 -1 -1 6 30 73 MELEE -1 -1 AGRESSIVE 2
//Jogre
3450 - 600 -1 -1 -1 6 30 73 MELEE -1 -1 AGRESSIVE 2
//Ogre
3451 - 600 -1 -1 -1 6 30 73 MELEE -1 -1 AGRESSIVE 2
//Jubbly bird
3476 - 50 6800 -1 6801 4 30 8 MELEE -1 -1 AGRESSIVE 5
//Cyclossus
3478 - 3280 15083 15084 15085 5 30 94 MELEE -1 -1 PASSIVE 4
//Big Snake
3484 - 1200 3538 3539 3540 4 30 140 MELEE -1 -1 AGRESSIVE 2
//Culinaromancer
3491 - 1400 -1 -1 -1 4 30 270 MAGE -1 -1 AGRESSIVE 2
//Agrith-Na-Na
3493 - 2000 3501 3500 3503 4 30 170 MAGE -1 -1 AGRESSIVE 2
//Flambeed
3494 - 2100 1750 1751 1752 4 30 240 RANGE -1 -1 AGRESSIVE 2
//Karamel
3495 - 2400 422 425 836 4 30 70 RANGE -1 -1 AGRESSIVE 2
//Dessourt
3496 - 1400 3507 3505 3510 3 30 190 MELEE -1 -1 AGRESSIVE 2
//Gelatinnoth Mother
3497 - 2400 1341 1340 1342 4 30 200 MELEE -1 -1 AGRESSIVE 2
//Gelatinnoth Mother
3498 - 2400 1341 1340 1342 4 30 200 MELEE -1 -1 AGRESSIVE 2
//Gelatinnoth Mother
3499 - 2400 1341 1340 1342 4 30 200 MELEE -1 -1 AGRESSIVE 2
//Gelatinnoth Mother
3500 - 2400 1341 1340 1342 4 30 200 MELEE -1 -1 AGRESSIVE 2
//Gelatinnoth Mother
3501 - 2400 1341 1340 1342 4 30 200 MELEE -1 -1 AGRESSIVE 2
//Gelatinnoth Mother
3502 - 2400 1341 1340 1342 4 30 200 MELEE -1 -1 AGRESSIVE 2
//Vampyre Juvinate
3521 - 850 5783 -1 5798 4 30 54 MELEE -1 -1 PASSIVE 2
//Vampyre Juvinate
3522 - 850 5783 -1 5798 4 30 54 MELEE -1 -1 AGRESSIVE 2
//Vampyre Juvinate
3523 - 850 5783 -1 5798 4 30 54 MELEE -1 -1 AGRESSIVE 2
//Vampyre Juvinate
3524 - 850 5783 -1 5798 4 30 54 MELEE -1 -1 AGRESSIVE 2
//Vampyre Juvinate
3525 - 850 5783 -1 5798 4 30 54 MELEE -1 -1 AGRESSIVE 2
//Vampyre Juvinate
3526 - 287 6016 -1 6031 4 30 46 MELEE -1 -1 PASSIVE 5
//Held Vampyre Juvinate
3527 - 281 1 -1 5798 4 30 45 MELEE -1 -1 PASSIVE 5
//Vampyre Juvenile
3531 - 600 6276 -1 6781 4 30 40 MELEE -1 -1 PASSIVE 4
//Vampyre Juvenile
3532 - 600 6276 -1 6781 4 30 40 MELEE -1 -1 PASSIVE 4
//Vampyre Juvenile
3533 - 600 6276 -1 6781 4 30 40 MELEE -1 -1 PASSIVE 4
//Held Vampyre Juvenile
3534 - 250 40 -1 6781 4 30 40 MELEE -1 -1 PASSIVE 5
//Vampyre Juvinate
3577 - 287 6016 -1 6031 4 30 46 RANGE -1 -1 PASSIVE 5
//Skeleton
3581 - 437 5487 5513 5491 4 30 70 MELEE -1 -1 AGRESSIVE 2
//Hobgoblin
3583 - 787 12408 164 2958 4 30 78 MELEE -1 -1 AGRESSIVE 2
//Huge spider
3585 - 900 5319 5320 5321 4 30 99 MELEE -1 -1 AGRESSIVE 2
//Hellhound
3586 - 1150 6562 6563 6564 4 30 118 MELEE -1 -1 AGRESSIVE 2
//Baby red dragon
3588 - 512 25 -1 28 4 30 82 MELEE -1 -1 AGRESSIVE 5
//Kalphite Soldier
3589 - 900 6223 6227 6228 4 30 80 MELEE -1 -1 AGRESSIVE 2
//Steel dragon
3590 - 2100 13158 13163 13159 4 30 95 MAGE -1 -1 AGRESSIVE 2
//Demon
3593 - 468 -1 -1 -1 4 30 75 MELEE -1 -1 AGRESSIVE 5
//Held Vampyre Juvinate
3599 - 281 1 -1 5798 4 30 45 MELEE -1 -1 PASSIVE 5
//Held Vampyre Juvenile
3601 - 250 40 -1 6781 4 30 40 MELEE -1 -1 PASSIVE 5
//Tentacle
3618 - 750 3618 3619 3620 6 30 129 MELEE -1 -1 AGRESSIVE 2
//Head
3619 - 1500 3731 3732 3733 10 30 200 MELEE -1 -1 AGRESSIVE 2
//Head
3620 - 1500 3731 3732 3733 10 30 200 MELEE -1 -1 AGRESSIVE 2
//Angry bear
3645 - 156 17286 -1 17290 7 30 43 MELEE -1 -1 PASSIVE 5
//Angry unicorn
3646 - 156 6376 -1 6377 4 30 25 MELEE -1 -1 PASSIVE 5
//Angry giant rat
3647 - 156 4933 4934 4935 4 30 25 MELEE -1 -1 PASSIVE 5
//Angry goblin
3648 - 156 6185 -1 6182 4 30 25 MELEE -1 -1 PASSIVE 5
//Fear reaper
3649 - 168 3812 -1 3813 4 30 27 MELEE -1 -1 PASSIVE 5
//Confusion beast
3650 - 175 3818 -1 3821 4 30 28 MELEE -1 -1 PASSIVE 5
//Hopeless creature
3655 - 156 3823 -1 3827 4 30 25 MELEE -1 -1 PASSIVE 5
//Angry goblin
3663 - 156 6185 -1 6182 4 30 25 MELEE -1 -1 PASSIVE 5
//Ram
3672 - 40 5341 5342 5343 4 30 15 MELEE -1 -1 PASSIVE 4
//Ram
3673 - 40 5338 5342 5336 4 30 15 MELEE -1 -1 PASSIVE 4
//Vulture
3675 - 100 2019 2020 2021 4 30 50 MELEE -1 -1 PASSIVE 4
//Vulture
3676 - 100 2025 2024 2026 4 30 50 MELEE -1 -1 PASSIVE 4
//Skeleton fremennik
3697 - 250 6128 425 836 6 30 51 MELEE -1 -1 PASSIVE 4
//Skeleton fremennik
3698 - 250 400 425 836 6 30 51 MELEE -1 -1 PASSIVE 4
//Skeleton fremennik
3699 - 250 400 425 836 6 30 51 MELEE -1 -1 PASSIVE 4
//Skeleton fremennik
3700 - 350 6128 425 836 6 30 51 MELEE -1 -1 PASSIVE 4
//Skeleton fremennik
3701 - 350 6128 425 836 6 30 51 MELEE -1 -1 PASSIVE 4
//Skeleton fremennik
3702 - 350 395 425 836 6 30 51 MELEE -1 -1 PASSIVE 4
//Skeleton fremennik
3703 - 400 6128 425 836 6 30 51 MELEE -1 -1 PASSIVE 4
//Skeleton fremennik
3704 - 400 6128 425 836 6 30 51 MELEE -1 -1 PASSIVE 4
//Ulfric
3706 - 600 6118 -1 -1 6 30 280 MAGE -1 -1 AGRESSIVE 2
//Brine rat
3707 - 500 6117 6116 6115 4 30 93 MELEE -1 -1 PASSIVE 4
//Giant bat
3711 - 106 -1 4916 -1 4 18 17 MELEE -1 -1 AGRESSIVE 2
//Guard
3715 - 220 395 425 836 5 30 34 MELEE -1 -1 PASSIVE 4
//Splatter
3727 - 130 3891 3890 3888 4 30 31 MELEE -1 -1 AGRESSIVE 2
//Splatter
3728 - 230 3891 3890 -1 4 30 36 MELEE -1 -1 AGRESSIVE 2
//Splatter
3729 - 480 3891 3890 -1 4 30 41 MELEE -1 -1 AGRESSIVE 2
//Splatter
3730 - 670 3891 3890 -1 4 30 46 MELEE -1 -1 AGRESSIVE 2
//Splatter
3731 - 810 3891 3890 -1 4 30 51 MELEE -1 -1 AGRESSIVE 2
//Shifter
3732 - 230 3901 3902 3903 4 30 51 MELEE -1 -1 AGRESSIVE 2
//Shifter
3733 - 380 3901 3902 3903 4 30 66 MELEE -1 -1 AGRESSIVE 2
//Shifter
3734 - 530 3901 3902 3903 4 30 81 MELEE -1 -1 AGRESSIVE 2
//Shifter
3735 - 680 3901 3902 3903 4 30 89 MELEE -1 -1 AGRESSIVE 2
//Shifter
3736 - 830 3901 3902 3903 4 30 97 MELEE -1 -1 AGRESSIVE 2
//Shifter
3737 - 230 3901 3902 3903 4 30 51 MELEE -1 -1 AGRESSIVE 2
//Shifter
3738 - 380 3901 3902 3903 4 30 66 MELEE -1 -1 AGRESSIVE 2
//Shifter
3739 - 530 3901 3902 3903 4 30 81 MELEE -1 -1 AGRESSIVE 2
//Shifter
3740 - 680 3901 3902 3903 4 30 89 MELEE -1 -1 AGRESSIVE 2
//Shifter
3741 - 830 3901 3902 3903 4 30 97 MELEE -1 -1 AGRESSIVE 2
//Ravager
3742 - 230 3915 3916 3917 4 30 71 MELEE -1 -1 AGRESSIVE 2
//Ravager
3743 - 380 3915 3916 3917 4 30 96 MELEE -1 -1 AGRESSIVE 2
//Ravager
3744 - 530 3915 3916 3917 4 30 121 MELEE -1 -1 AGRESSIVE 2
//Ravager
3745 - 680 3915 3916 3917 4 30 146 MELEE -1 -1 AGRESSIVE 2
//Ravager
3746 - 830 3915 3916 3917 4 30 171 MELEE -1 -1 AGRESSIVE 2
//Spinner
3747 - 330 3908 3909 3910 4 30 51 MELEE -1 -1 AGRESSIVE 2
//Spinner
3748 - 630 3908 3909 3910 4 30 66 MELEE -1 -1 AGRESSIVE 2
//Spinner
3749 - 780 3908 3909 3910 4 30 81 MELEE -1 -1 AGRESSIVE 2
//Spinner
3750 - 940 3908 3909 3910 4 30 90 MELEE -1 -1 AGRESSIVE 2
//Spinner
3751 - 1010 3908 3909 3910 4 30 96 MELEE -1 -1 AGRESSIVE 2
//Torcher
3752 - 180 3882 3880 3881 4 30 60 MAGE 646 647 AGRESSIVE 2
//Torcher
3753 - 250 3882 3880 3881 4 30 70 MAGE 646 647 AGRESSIVE 2
//Torcher
3754 - 300 3882 3880 3881 4 30 80 MAGE 646 647 AGRESSIVE 2
//Torcher
3755 - 380 3882 3880 3881 4 30 90 MAGE 646 647 AGRESSIVE 2
//Torcher
3756 - 480 3882 3880 3881 4 30 99 MAGE 646 647 AGRESSIVE 2
//Torcher
3757 - 520 3882 3880 3881 4 30 105 MAGE 646 647 AGRESSIVE 2
//Torcher
3758 - 630 3882 3880 3881 4 30 111 MAGE 646 647 AGRESSIVE 2
//Torcher
3759 - 780 3882 3880 3881 4 30 115 MAGE 646 647 AGRESSIVE 2
//Torcher
3760 - 830 3882 3880 3881 4 30 121 MAGE 646 647 AGRESSIVE 2
//Torcher
3761 - 920 3882 3880 3881 4 30 131 MAGE 646 647 AGRESSIVE 2
//Defiler
3762 - 270 3920 3921 3922 4 30 60 RANGE 657 656 AGRESSIVE 2
//Defiler
3763 - 350 3920 3921 3922 4 30 70 RANGE 657 656 AGRESSIVE 2
//Defiler
